author_first,title,mag_name,paper_num
"中央党校""中国特色社会主义政治经济学研究""课题组",中国特色社会主义政治经济学对西方经济学理论的借鉴与超越——学习习近平总书记关于中国特色社会主义政治经济学的论述;中国特色社会主义政治经济学对西方经济学理论的借鉴与超越——学习习近平总书记关于中国特色社会主义政治经济学的论述;中国特色社会主义政治经济学对西方经济学理论的借鉴与超越——学习习近平总书记关于中国特色社会主义政治经济学的论述;,管理世界;管理世界;管理世界;,3
中央汇金公司银行一部课题组,供给侧结构性改革对银行资产质量的影响测算与政策建议;,金融论坛;,1
丰习来,国有商业银行入世后面临的困难和对策分析;,金融论坛;,1
丰雷,诱致性制度变迁还是强制性制度变迁?——中国农村土地调整的制度演进及地区差异研究;,经济研究;,1
乌家培,经济辞典的创新——初览《现代经济辞典》有感;新经济就新在软件产品上吗?——与李罗力同志商榷;,经济研究;经济研究;,2
乔宗铭,开放经济中的利率市场化问题研究;,南开经济研究;,1
乔宝云,地方政府激励制度的比较分析;,经济研究;,1
乔彬,中国商业银行再造影响因素的识别与评价;,金融论坛;,1
乔扬,A+H交叉上市股票涨跌幅度的溢出效应;,金融论坛;,1
乔晋声,美国商业银行开展理财业务的经验及对国内银行的启示;,金融论坛;,1
乔晓楠,唯物史观、动态优化与经济增长——兼评马克思主义政治经济学的数学化;总量控制、区际排污指标分配与经济绩效;东道国的环境税与低碳技术跨国转让;,经济研究;经济研究;经济学(季刊);,3
乔榛,中国农村经济制度变迁与农业增长——对1978—2004年中国农业增长的实证分析;,经济研究;,1
乔海曙,两型社会建设的理论探索与体制机制创新——首届“两型社会建设论坛”综述;论金融供给侧改革的思路与对策;互联网银行理论研究的最新进展;中国互联网金融理论研究最新进展;基于社会责任视角的商业银行品牌竞争研究;基于“强银行指数”的中国银行业从“大”到“强”研究;碳金融业务分层模型及发展思路;基于“强银行指数”的中国银行业从“大”到“强”研究;银行危机的蝴蝶效应、负外部性及其防治;我国股份制商业银行薪酬激励有效性研究;,经济研究;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;,10
乔睿蕾,税负转嫁能力对“营改增”政策效应的影响——基于现金—现金流敏感性视角的检验;,中国工业经济;,1
习明明,民主、投资与经济增长;,经济学(季刊);,1
书北,来稿精粹;来稿精萃;来稿精萃;来稿精萃;来稿精萃;来稿精萃;来稿精萃;来稿精萃;来稿精粹;来稿精粹;来稿精粹;,金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;,11
买忆媛,"从“兵来将挡,水来土掩”到组织惯例形成——转型经济中新企业的即兴战略研究;",管理世界;,1
于业明,新兴古典经济学述评;,世界经济文汇;,1
于东智,董事会规模、稳定性与公司绩效:理论与经验分析;价值管理视角下的商业银行资产负债模型;社会责任投资论;企业的现金持有决策与公司治理分析;金融双语;强制性次级债与商业银行的公司治理;金融集团的公司治理:典型模式的案例分析;,经济研究;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;,7
于凌云,教育投入比与地区经济增长差异;,经济研究;,1
于化龙,内生货币供给理论的回顾与展望;,南开经济研究;,1
于左,产业组织理论前沿与竞争政策——2014年产业组织前沿问题国际研讨会综述;产业组织理论前沿与公共政策——2013年产业组织前沿问题研讨会综述;,经济研究;经济研究;,2
于席正,试论消费决策与幸福:动机—精神力场—行为假说;,经济学(季刊);,1
于悦,会计准则变革能缓解资本市场“功能锁定”问题吗——基于盈余反应系数和盈余质量关系的研究;,金融评论;,1
于成永,金融发展与经济增长关系:方向与结构差异——源自全球银行与股市的元分析证据;,南开经济研究;,1
于换军,信息披露考评与CEO变更;,金融评论;,1
于文强,商业银行转型升级的内驱动力——基于创新效率视角的研究;,金融论坛;,1
于斌斌,生产性服务业集聚能提高制造业生产率吗?——基于行业、地区和城市异质性视角的分析;,南开经济研究;,1
于新亮,企业年金的“生产率效应”;,中国工业经济;,1
于晓华,中国研究机构发表经济学英文论文的一个统计研究(1998—2007);,经济学(季刊);,1
于晓娟,借助资本市场发展我国商业银行的策略探讨;,金融论坛;,1
于晓虹,中国省际普惠金融发展水平综合评价与实证研究;,金融论坛;,1
于晨曦,计量技术在信用风险管理中的应用——兼论我国商业银行引进和运用计量技术中存在的问题及建议;商业银行抵押风险分析;商业银行抵押风险分析;商业银行中间业务的合作与竞争研究;抵押风险分析和抵押贷款违约损失率研究;,金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;,5
于泽,数量管制、流动性错配和企业高额现金持有——来自上市公司的证据;数量管制、流动性错配和企业高额现金持有——来自上市公司的证据;货币政策执行模式、金融错配与我国企业投资约束;,管理世界;管理世界;管理世界;,3
于津平,外资政策、国民利益与经济发展;,经济研究;,1
于洪霞,生命周期偏误与中国教育收益率元分析;出口固定成本融资约束与企业出口行为;,经济研究;经济研究;,2
于海静,基于供应链金融视角的中小企业融资机制研究;,南开经济研究;,1
于焕杰,基于随机森林的企业监管方法研究;,管理世界;,1
于瑾,金融化的路径选择与风险防控;住房按揭贷款逾期风险与银行贷款审查;,金融论坛;金融论坛;,2
于良春,中国行业性行政垄断的强度与效率损失研究;中国地区性行政垄断程度的测度研究;强自然垄断定价理论与中国电价规制制度分析;公平竞争审查制度与竞争政策的基础性地位——第十届“反垄断与规制经济学”学术研讨会观点综述;,经济研究;经济研究;经济研究;中国工业经济;,4
于蔚,政治关联和融资约束:信息效应与资源效应;,经济研究;,1
于转利,小额信贷机构的全要素生产率——基于30家小额信贷机构的实证分析;,金融论坛;,1
于金富,全国首届“马克思主义经济学发展与创新论坛”综述;社会主义经济转轨的马克思主义分析方法;,经济研究;经济研究;,2
于金酉,人民币利率互换市场现状及商业银行的应对策略;,金融论坛;,1
于长秋,我国金融资产结构与经济增长关系的实证分析;,金融论坛;,1
于鸣,社区支行的业务特点、监管特征与发展策略;,金融论坛;,1
于鹏,股权结构与财务重述:来自上市公司的证据;,经济研究;,1
云乐鑫,创业企业如何实现商业模式内容创新?——基于“网络—学习”双重机制的跨案例研究;创业企业如何实现商业模式内容创新?——基于“网络—学习”双重机制的跨案例研究;,管理世界;管理世界;,2
云开,金融双语;,金融论坛;,1
云鹤,财政分权、转换系数与经济增长;金融效率与经济增长;企业家合约与经济增长;协调改善、知识增进与经济持续增长;,经济研究;经济学(季刊);经济学(季刊);经济学(季刊);,4
互联网金融国家社科基金重大项目课题组,互联网金融的发展、风险与监管——互联网金融发展高层论坛综述;,经济研究;,1
人民币汇率问题研究课题组,"稳定人民币汇率,促进人民币汇率机制市场化——关于人民币汇率问题的研究报告(摘要);",南开经济研究;,1
仇焕广,政府信任对消费者行为的影响研究;,经济研究;,1
付佳,金融发展、税收规避与银行信贷增长——来自中国上市公司的经验证据;,金融论坛;,1
付士红,在提高全行市场竞争能力实践中发挥学会作用——全国城市金融学会秘书长工作会议在北京召开;,金融论坛;,1
付宗垣,行政计划下救济制度模式研究;,管理世界;,1
付巍,北京信贷市场的现状与商业银行的竞争策略研究;信息缺乏条件下的信用风险度量问题研究;,金融论坛;金融论坛;,2
付强,市场分割促进区域经济增长的实现机制与经验辨识;商业银行流动性风险评价;,经济研究;金融论坛;,2
付才辉,市场、政府与两极分化——一个新结构经济学视角下的不平等理论;为增长而失衡——中国式发展的经验与理论;,经济学(季刊);南开经济研究;,2
付敏杰,工业化和城市化进程中的财税体制演进:事实、逻辑和政策选择;财政政策周期特征研究:金融危机以来的争论与共识;财政政策为什么退出了美国的宏观调控舞台?——事实、文献与观点;,经济研究;金融评论;金融评论;,3
付文林,税收激励、现金流与企业投资结构偏向;均等化转移支付与地方财政支出结构;税收竞争、经济集聚与地区投资行为;,经济研究;经济研究;经济学(季刊);,3
付明卫,国产化率保护对自主创新的影响——来自中国风电制造业的证据;,经济研究;,1
付朝干,农村信用社产权制度改革绩效评析;,金融论坛;,1
